Id,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
12795,0,0.517178,25,0,2.678794,19833.81,30,0,3,0,1.0
12796,0,0.152634,24,2,3.06029,9303.45,30,0,1,0,1.0
12797,0,0.251614,29,0,5.0,7741.88,30,0,7,0,2.0
12798,0,0.270094,29,1,0.796369,,30,0,10,2,2.0
12799,0,0.256229,47,3,0.618265,8122.4,30,0,3,0,4.0
12800,0,0.524684,41,3,0.490328,7421.48,30,0,1,1,8.0
12801,0,0.401742,44,0,0.563239,7645.24,17,0,1,0,0.0
12802,0,0.155414,54,0,4.128959,5261.99,30,0,2,0,1.0
12803,0,0.396805,27,0,2.291923,2307.23,30,0,1,0,0.0
12804,0,0.516195,73,0,2.804544,,30,0,5,0,0.0
12805,0,0.722121,50,0,0.827668,6207.5,30,0,10,0,0.0
12806,0,0.034462,50,0,0.733437,1241.45,30,1,1,0,0.0
12807,0,0.186715,45,0,1.020016,2375.95,30,0,8,0,1.0
12808,0,0.430129,43,0,1.026654,6780.2,30,0,4,0,0.0
12809,0,0.968985,59,1,0.791119,9117.89,30,0,2,0,2.0
12810,0,0.037692,25,0,1.200269,9118.0,30,0,1,0,1.0
12811,0,0.17552,68,0,1.857401,4828.53,30,0,1,1,4.0
12812,0,0.879973,65,0,0.893007,,30,0,6,0,0.0
12813,1,0.686269,46,1,1.191016,5528.15,6,1,3,1,2.0
12814,0,0.745923,33,0,1.77217,8718.57,30,0,2,0,1.0
12815,0,0.601323,62,0,5.0,9681.5,30,0,0,0,0.0
12816,0,0.493929,74,1,0.435827,4638.4,30,0,1,1,2.0
12817,0,0.2221,70,0,5.0,7552.52,30,0,0,0,4.0
12818,0,0.152844,67,0,3.00135,4630.77,30,0,0,0,1.0
12819,0,0.526243,34,0,1.647066,2682.78,30,1,1,0,0.0
12820,0,0.191618,65,2,1.727182,3195.85,30,0,10,0,0.0
12821,0,0.638001,53,1,0.624474,3374.0,30,0,0,0,0.0
12822,0,0.246567,59,0,2.652264,,30,0,1,1,0.0
12823,0,0.960363,62,1,1.032884,3055.07,30,0,0,0,3.0
12824,0,0.561303,22,0,1.172899,6275.4,30,1,2,0,4.0
12825,0,0.630701,57,0,2.129878,11883.19,30,0,0,0,5.0
12826,0,0.274291,37,0,1.575266,,30,0,0,0,0.0
12827,0,0.485794,51,0,0.696361,6908.93,30,0,3,0,1.0
12828,0,0.631707,51,0,0.656747,12795.47,30,1,1,1,4.0
12829,0,0.561145,36,0,4.478459,1533.25,30,0,2,0,2.0
12830,0,0.168381,55,0,0.320314,3748.5,30,0,2,0,0.0
12831,0,0.257656,49,0,1.38963,5477.63,30,0,10,0,2.0
12832,1,0.320796,38,0,1.519471,3003.85,30,0,2,0,0.0
12833,0,0.07183,30,2,1.475419,2643.62,30,0,6,0,0.0
12834,0,0.826902,47,2,2.501944,5663.08,30,0,3,0,0.0
12835,0,0.038965,67,0,0.951393,6267.79,30,0,0,0,1.0
12836,0,0.398446,41,0,0.999255,3398.89,30,0,4,1,4.0
12837,1,0.407501,43,1,4.438573,5098.37,30,0,1,1,0.0
12838,1,0.045964,36,1,1.621784,,30,2,0,0,1.0
12839,0,0.356146,67,0,1.536858,3893.67,30,0,1,1,2.0
12840,0,0.405376,74,0,2.252091,2002.08,30,0,8,0,1.0
12841,0,0.066514,47,0,0.754302,8703.1,30,0,0,0,0.0
12842,0,0.32384,71,3,1.418663,8890.89,30,0,9,0,
12843,1,0.088523,56,6,1.451348,3441.05,30,1,5,0,1.0
12844,0,0.424081,69,0,2.160074,3432.41,30,1,3,0,7.0
12845,1,0.571233,50,1,1.325047,,30,0,2,1,4.0
12846,0,0.638588,61,1,1.114579,5082.59,30,0,4,1,0.0
12847,0,0.146365,59,1,2.526777,3728.53,30,2,2,0,1.0
12848,0,0.057054,61,1,0.519692,,30,0,1,1,1.0
12849,0,0.138075,63,0,1.752629,4862.8,30,0,4,0,0.0
12850,0,0.113527,37,0,0.58863,2572.8,30,0,4,0,2.0
12851,0,0.391273,31,0,0.527041,6587.19,30,0,10,0,0.0
12852,0,0.760807,28,0,2.039576,5520.85,30,0,1,0,0.0
12853,1,0.58861,29,2,1.946144,,30,0,1,0,2.0
12854,0,0.37191,26,0,0.284416,9454.59,30,0,0,0,3.0
12855,0,0.474636,50,0,1.074838,3923.22,30,1,1,0,3.0
12856,0,0.302758,32,0,1.014085,5712.81,30,0,0,0,0.0
12857,0,0.472054,64,1,0.513081,,30,0,10,0,1.0
12858,0,0.679368,67,2,2.205913,,30,0,0,0,3.0
12859,0,0.352948,48,3,0.244333,3601.31,30,0,2,0,1.0
12860,0,0.285849,26,0,1.40652,3726.39,30,0,4,0,
12861,0,0.444914,61,0,2.23867,13821.92,30,0,4,1,0.0
12862,0,0.313224,37,0,0.562356,1219.26,5,1,0,0,1.0
12863,0,0.369721,41,1,2.718053,6949.3,30,0,2,0,5.0
12864,0,0.145441,30,0,1.627791,12355.58,30,0,0,0,0.0
12865,0,0.498662,69,0,1.663043,3130.83,30,0,6,0,2.0
12866,0,0.138657,30,1,0.883666,3738.61,30,0,10,0,5.0
12867,0,0.755226,38,0,0.702101,6462.52,30,0,0,0,0.0
12868,0,0.681931,37,0,0.813255,,30,0,2,0,1.0
12869,0,0.29462,68,0,1.409716,,30,0,9,1,0.0
12870,0,1.077516,51,1,0.64379,3526.66,30,1,2,4,1.0
12871,0,0.581112,60,2,2.354248,5060.96,30,0,7,1,0.0
12872,0,0.581374,59,0,0.995226,9011.57,30,0,7,2,0.0
12873,0,0.848208,47,0,0.962626,5287.32,30,0,1,0,6.0
12874,0,0.106105,28,1,1.73821,3894.83,30,0,3,0,0.0
12875,0,0.216134,45,1,1.229048,3580.5,30,0,10,0,3.0
12876,0,0.438431,51,2,2.525656,,30,1,1,0,0.0
12877,0,0.808744,47,0,0.821977,6252.98,30,0,0,0,3.0
12878,0,0.489662,42,0,0.828064,2424.94,30,0,2,1,1.0
12879,0,0.854897,48,0,1.297095,5182.55,30,0,0,0,
12880,0,0.354632,44,0,0.778727,11035.67,30,0,2,0,3.0
12881,0,0.298686,46,1,1.119918,4467.62,30,0,1,0,4.0
12882,0,0.515713,29,0,0.365394,,30,0,3,0,4.0
12883,0,0.048459,64,1,0.830845,3998.54,30,0,3,1,5.0
12884,0,0.256795,24,0,0.741569,3445.35,30,0,1,0,1.0
12885,0,0.206227,27,0,2.17189,7792.67,30,0,4,0,0.0
12886,0,0.124028,53,0,1.957783,5454.4,30,0,0,1,0.0
12887,0,0.260475,50,0,1.823763,6206.07,30,0,1,1,0.0
12888,0,0.27048,50,0,1.604577,7256.45,30,0,3,0,1.0
12889,0,0.503488,26,0,0.972104,3096.6,30,0,2,0,2.0
12890,0,0.46787,55,3,0.261844,,30,0,1,0,1.0
12891,0,0.151494,44,0,0.467652,16214.96,30,0,10,0,1.0
12892,0,0.894928,26,0,0.941324,,30,0,2,1,1.0
12893,0,0.173634,50,2,0.79027,2030.35,30,0,2,0,1.0
12894,0,0.181842,37,0,1.705365,1304.9,30,0,5,0,5.0
12895,0,0.138199,52,0,0.699259,4475.91,30,0,2,0,0.0
12896,0,0.433878,36,1,1.384501,5809.91,30,0,0,0,1.0
12897,0,0.606035,72,2,1.296178,,30,0,0,1,3.0
12898,0,0.338649,33,0,1.634665,4725.64,30,0,2,0,0.0
12899,0,0.225959,24,1,1.922887,,30,0,3,1,6.0
12900,0,0.276123,23,3,0.338019,2390.24,30,0,1,0,3.0
12901,0,0.730248,57,0,1.568072,,30,0,0,0,1.0
12902,0,0.600648,53,0,0.466833,4146.31,30,1,0,1,0.0
12903,0,0.175699,34,0,3.059217,8713.46,30,1,2,0,6.0
12904,0,0.655967,43,4,0.805973,6503.86,30,0,3,0,1.0
12905,0,0.565444,23,2,1.714647,7217.12,30,0,0,0,1.0
12906,0,0.792795,27,1,1.699786,1342.18,30,0,5,1,4.0
12907,0,0.246477,64,1,0.377354,4640.19,30,0,0,0,6.0
12908,0,0.547382,44,0,1.410549,3962.79,30,0,2,1,4.0
12909,0,0.416151,28,1,0.829489,3161.78,30,0,2,0,8.0
12910,0,0.244444,56,1,1.678589,5987.67,30,0,1,1,5.0
12911,0,0.163548,34,0,1.117409,5199.11,30,0,2,0,0.0
12912,1,0.441022,30,0,0.639313,10111.29,30,0,10,0,6.0
12913,0,0.500052,39,0,1.211024,6982.78,30,1,5,0,1.0
12914,0,0.19065,73,0,1.828911,2604.82,30,0,4,0,4.0
12915,0,0.099294,48,1,0.54261,2926.24,30,0,0,0,0.0
12916,0,0.100057,60,0,1.415876,,30,0,2,0,2.0
12917,0,0.077705,57,0,1.193997,6050.2,30,0,1,1,2.0
12918,0,0.407969,32,2,1.2639,7906.83,30,0,2,0,8.0
12919,0,0.921967,56,0,0.614873,10558.48,30,0,5,0,6.0
12920,0,0.302882,53,0,0.880136,4199.99,30,0,3,1,0.0
12921,0,0.337898,62,0,2.287512,2979.58,30,1,5,0,3.0
12922,1,0.635577,37,1,1.557508,2243.73,30,0,5,0,4.0
12923,0,0.115147,38,0,4.039348,3242.31,30,0,2,0,5.0
12924,0,0.617195,67,1,0.619018,3888.49,30,0,0,0,0.0
12925,0,0.869438,46,1,0.301083,,30,0,5,1,1.0
12926,0,0.175146,59,0,1.361415,9455.49,30,0,2,0,4.0
12927,0,0.973846,56,0,1.107952,12925.24,30,0,0,0,3.0
12928,0,0.465851,67,0,1.045322,,30,0,1,1,0.0
12929,0,0.671077,29,1,0.838364,,30,1,3,0,8.0
12930,0,0.377243,63,1,2.018772,,30,0,2,0,7.0
12931,0,0.351937,66,0,1.550585,2431.83,30,0,10,0,0.0
12932,0,0.432433,57,1,1.501966,4580.54,30,0,6,0,1.0
12933,0,0.118473,39,1,0.831961,5043.46,30,0,0,0,0.0
12934,0,0.649355,50,0,1.744562,1415.12,30,0,0,0,3.0
12935,0,0.238773,44,0,0.709668,8676.21,30,0,10,0,0.0
12936,0,0.555101,66,0,0.684526,7027.87,30,0,5,0,0.0
12937,0,0.309869,24,1,1.030604,7012.16,30,0,4,0,0.0
12938,0,0.310645,49,0,2.090756,,30,0,0,0,1.0
12939,0,0.714681,26,0,0.718979,3429.64,30,0,0,0,1.0
12940,0,0.497387,41,0,1.076997,2620.22,30,0,1,0,0.0
12941,0,0.373699,39,3,0.694552,3575.8,30,0,3,0,3.0
12942,0,0.632967,72,0,0.61782,,30,0,9,0,0.0
12943,0,0.540849,39,0,5.0,7159.96,30,0,0,0,1.0
12944,0,0.134755,47,2,1.895917,2462.8,30,0,1,0,4.0
12945,0,0.525032,42,0,1.010311,9638.62,30,0,0,1,5.0
12946,0,0.724973,23,1,5.0,,30,0,0,1,2.0
12947,0,0.385302,43,0,4.277757,8334.61,30,0,2,1,4.0
12948,0,0.785972,40,0,0.958497,7615.77,30,0,3,0,2.0
12949,0,0.377269,35,0,1.571759,,30,2,2,0,1.0
12950,0,0.728116,46,0,0.474493,3598.85,30,0,5,0,2.0
12951,0,0.152446,32,2,1.076254,16612.05,30,0,0,0,2.0
12952,0,0.707829,59,0,0.603837,,30,0,4,0,0.0
12953,0,0.702093,37,0,1.821224,4994.87,30,1,4,0,0.0
12954,0,0.154139,49,0,1.150899,,30,0,1,0,0.0
12955,0,0.432335,37,1,2.168906,10955.53,30,0,0,2,1.0
12956,0,0.064454,69,1,1.208188,3019.5,30,1,2,0,6.0
12957,0,0.49337,58,0,0.485852,5564.95,30,0,0,1,3.0
12958,0,0.510198,31,0,2.244725,7439.94,30,0,1,2,2.0
12959,0,0.259713,44,0,1.579425,6482.39,30,0,10,0,6.0
12960,0,0.403748,26,0,0.598976,5232.98,30,0,0,0,2.0
12961,0,0.357883,47,0,1.376555,6986.01,30,1,1,0,3.0
12962,0,0.300798,44,2,0.526024,3252.33,30,0,0,0,8.0
12963,0,0.353986,32,0,1.798195,5904.73,30,0,1,0,1.0
12964,0,0.474191,72,1,0.814974,5111.8,30,0,10,0,1.0
12965,0,0.345971,33,2,1.041433,,30,0,4,0,1.0
12966,0,0.564897,50,0,0.999613,3538.73,30,0,1,0,8.0
12967,0,1.060034,25,0,2.190896,3975.35,30,0,2,1,3.0
12968,0,0.047136,63,2,0.643069,11344.88,30,0,9,1,3.0
12969,0,0.54984,35,0,0.384675,3710.82,30,1,1,0,0.0
12970,0,0.434597,72,0,0.952485,5249.6,30,0,2,0,2.0
12971,0,0.577173,36,0,2.375807,7490.69,30,0,9,0,4.0
12972,0,0.304255,67,0,1.991319,3497.48,30,1,0,0,
12973,0,0.841045,22,0,0.939126,2874.21,30,3,2,0,0.0
12974,0,0.24553,52,1,1.085042,7561.04,30,0,1,0,0.0
12975,0,0.491186,52,0,2.312781,5628.11,30,0,0,0,1.0
12976,0,0.947756,46,0,0.814653,2815.66,30,0,0,1,2.0
12977,0,0.593563,34,1,1.066955,8312.2,30,1,1,1,0.0
12978,0,0.295812,31,2,1.964943,5382.59,30,0,2,0,1.0
12979,0,0.068667,74,0,0.646033,3822.5,30,0,0,0,0.0
12980,0,0.906572,39,0,0.864014,5479.59,30,0,7,0,0.0
12981,0,0.817189,56,0,2.30703,14188.78,30,0,3,1,8.0
12982,0,0.186536,72,2,0.963825,3439.01,30,0,6,0,1.0
12983,0,0.451023,38,0,2.364538,11547.24,30,0,0,0,3.0
12984,0,0.37844,70,0,0.518188,6208.77,30,0,4,0,1.0
12985,0,0.417558,55,0,1.394709,,30,1,0,0,0.0
12986,0,0.319581,66,2,1.212083,6318.15,30,2,1,0,0.0
12987,0,0.094929,71,0,1.022962,3154.21,30,0,1,0,1.0
12988,0,0.480448,47,1,1.447639,5884.71,30,0,3,0,0.0
12989,0,0.013291,61,0,0.996755,3702.09,30,0,1,0,0.0
12990,0,0.130166,68,0,1.45645,8181.91,30,0,10,0,0.0
12991,0,0.563626,47,0,0.488629,4433.36,30,0,2,2,0.0
12992,0,0.761118,66,0,1.544927,2931.6,30,0,6,0,0.0
12993,0,0.659257,65,0,2.740147,7340.81,30,0,1,0,0.0
12994,0,0.599268,49,0,2.360104,5470.12,30,0,6,0,3.0
12995,0,0.255491,55,1,0.799205,,30,0,7,0,2.0
12996,0,0.018897,66,2,0.983767,5928.31,30,0,1,0,4.0
12997,0,0.353674,53,0,0.452958,,30,0,9,0,1.0
12998,0,0.125442,27,0,0.480706,3075.14,30,0,1,1,1.0
12999,0,0.308672,40,0,1.13724,1521.54,30,0,9,3,0.0
13000,0,0.145582,38,0,0.719292,11578.76,30,1,0,0,0.0
13001,0,0.138013,49,0,2.723083,6704.68,30,1,10,0,0.0
13002,0,0.598175,46,0,1.063914,5942.32,30,0,0,1,3.0
13003,0,0.823119,70,0,1.015423,3382.99,30,0,10,0,3.0
13004,0,0.724057,46,0,1.668979,4859.45,30,1,2,0,8.0
13005,0,0.338443,54,1,1.572266,5290.4,30,0,2,0,1.0
13006,0,0.345215,47,0,1.411204,12825.9,25,0,5,0,0.0
13007,0,0.102617,56,1,2.471755,5721.25,30,0,0,0,1.0
13008,0,0.440929,22,2,2.484515,,30,0,0,0,1.0
13009,0,0.742816,35,0,1.883347,3737.97,30,0,0,0,2.0
13010,0,0.400395,69,0,0.991991,,30,0,0,1,1.0
13011,0,0.317646,66,0,1.995221,4756.32,30,0,4,0,3.0
13012,0,0.53769,30,0,2.500342,2153.28,30,0,2,0,0.0
13013,0,0.518752,29,0,0.699912,8602.68,30,0,3,1,6.0
13014,1,0.694689,59,2,2.058832,,30,0,4,0,1.0
13015,0,0.270068,28,1,1.511302,4617.15,30,0,1,1,1.0
13016,0,0.379186,63,0,1.013345,6534.42,30,0,9,0,0.0
13017,0,0.702392,44,0,1.334299,7277.41,30,1,1,0,1.0
13018,0,0.618704,24,0,1.063398,,30,0,0,1,3.0
13019,1,0.271687,43,5,1.385901,2771.12,30,0,5,1,0.0
13020,0,0.274068,51,0,0.875009,7670.82,30,0,0,0,2.0
13021,0,0.753712,25,1,0.856256,2265.76,30,1,0,0,8.0
13022,0,0.103663,22,1,1.991365,5029.37,30,0,4,0,1.0
13023,0,0.269446,39,0,1.58423,,30,0,9,1,0.0
13024,1,0.475172,65,1,0.884814,3990.36,30,1,6,0,
13025,0,0.122879,70,0,0.539839,3581.46,30,0,6,0,1.0
13026,0,0.543221,44,0,3.440474,5159.45,30,0,2,0,8.0
13027,0,0.37481,49,0,0.950406,13976.51,30,0,0,0,1.0
13028,0,0.885019,25,0,1.578444,8361.54,30,0,1,0,4.0
13029,0,0.58461,35,1,1.29366,3482.79,30,0,2,1,1.0
13030,0,0.425291,56,0,0.744347,4054.76,30,1,10,0,1.0
13031,0,0.226689,53,1,0.801014,6195.17,30,1,9,0,4.0
13032,0,0.540895,65,1,1.229088,10316.44,30,0,2,0,1.0
13033,0,0.539699,34,0,2.229239,9164.29,30,0,1,0,2.0
13034,0,0.565639,34,0,2.883385,2444.27,30,0,3,0,
13035,0,0.418185,54,0,0.681719,14513.99,30,0,1,1,4.0
13036,0,0.190309,48,1,0.905114,,30,1,1,1,2.0
13037,1,0.182122,69,1,1.649705,5992.06,30,0,5,0,0.0
13038,0,0.528346,74,2,2.144958,,30,0,7,1,1.0
13039,0,0.37511,37,0,1.451938,18450.83,30,0,4,1,1.0
13040,0,0.158526,54,2,1.746706,3030.43,30,0,0,0,3.0
13041,0,0.40102,58,0,1.190218,2587.97,30,0,7,1,3.0
13042,0,0.287261,40,0,1.638739,5610.71,30,0,1,0,0.0
13043,0,0.360779,45,0,1.93253,5373.61,30,0,1,0,1.0
13044,0,0.213757,38,1,0.659605,2775.85,30,0,3,1,2.0
13045,0,0.361106,31,0,2.348788,5000.09,30,0,0,1,2.0
13046,0,0.375591,22,1,0.347755,4320.89,30,0,10,0,0.0
13047,0,0.860737,53,0,2.475012,2489.69,30,0,1,0,8.0
13048,0,0.473343,62,0,1.204678,4735.22,30,0,10,1,1.0
13049,0,0.459836,48,0,2.043174,,30,0,2,1,0.0
13050,0,0.131081,74,1,1.228617,9660.78,30,0,0,0,0.0
13051,0,0.671842,25,0,0.747858,6650.93,30,0,0,0,0.0
13052,0,0.089056,23,0,1.088769,2553.88,30,0,4,0,1.0
13053,0,0.380458,53,0,0.326285,2996.22,30,0,0,0,2.0
13054,0,0.440324,23,1,1.011934,6080.67,30,0,2,0,3.0
13055,0,0.861466,64,0,0.454558,2559.69,30,0,5,0,1.0
13056,0,0.33068,34,1,2.78953,3281.36,30,0,7,0,2.0
13057,0,0.434877,61,1,1.420244,,30,0,2,0,4.0
13058,0,0.572022,27,0,1.251634,15766.54,30,0,1,0,5.0
13059,0,0.076271,73,0,1.99424,,30,1,2,0,1.0
13060,0,0.431682,54,0,0.712477,18404.39,30,0,1,0,1.0
13061,0,1.058762,69,0,0.631195,,30,0,3,0,2.0
13062,0,0.655912,30,0,1.168586,5119.36,15,0,1,0,5.0
13063,0,0.305807,50,3,1.113972,9474.59,30,0,9,2,0.0
13064,0,0.236314,66,2,1.724724,4094.18,30,0,8,0,1.0
13065,0,0.714644,51,1,2.018562,7036.52,30,1,4,0,1.0
13066,0,0.103815,24,1,0.973164,2964.13,30,0,1,0,
13067,0,0.651916,32,1,0.821807,6836.18,30,1,6,0,0.0
13068,0,0.272625,55,0,0.61369,,30,0,1,1,6.0
13069,0,0.800385,53,0,0.501589,5263.22,30,1,1,0,1.0
13070,0,0.293733,58,0,2.370434,5432.73,30,1,7,0,0.0
13071,0,0.210633,28,1,1.14321,3869.35,30,0,3,0,3.0
13072,0,0.089831,33,1,3.536463,9839.72,30,0,2,0,5.0
13073,0,0.330905,32,0,0.328246,3372.0,30,1,2,1,0.0
13074,0,0.201155,56,0,3.576803,4348.65,30,2,0,0,6.0
13075,0,0.064873,49,0,0.594329,,30,0,10,1,0.0
13076,0,0.501667,42,0,2.583652,1963.04,30,0,10,0,3.0
13077,0,0.412517,58,0,0.844938,6253.42,30,0,0,0,0.0
13078,0,0.788622,22,2,2.445861,12550.36,30,0,0,0,0.0
13079,0,0.739892,51,0,0.949693,4286.89,30,1,0,0,0.0
13080,0,0.292448,50,0,0.899345,3501.73,30,0,1,0,0.0
13081,0,0.904956,42,0,2.697841,2875.58,30,0,3,0,6.0
13082,0,0.584676,55,0,0.77833,5318.25,30,0,5,0,3.0
13083,0,1.108674,42,0,1.798443,1662.34,30,0,6,0,0.0
13084,0,0.758351,26,0,1.467509,10155.97,30,0,1,0,1.0
13085,0,1.032697,32,0,1.033703,6723.69,30,1,0,0,5.0
13086,0,0.1349,48,0,0.916902,,30,0,10,0,0.0
13087,0,0.624022,41,0,4.336896,3939.89,30,0,3,0,1.0
13088,0,0.300418,48,0,1.351067,6484.36,30,0,10,0,1.0
13089,0,0.683875,27,0,0.977999,1997.42,30,0,10,0,0.0
13090,0,0.180859,72,0,1.490189,8050.7,30,0,2,0,1.0
13091,0,0.674486,24,0,0.893854,7357.37,30,0,9,0,2.0
13092,0,0.45507,36,1,0.652862,6129.36,30,0,0,0,0.0
13093,0,0.131243,24,0,0.393115,12539.58,30,0,8,0,0.0
13094,0,0.240467,58,0,4.027484,3652.38,30,0,2,0,0.0
13095,0,0.508684,40,0,0.741167,5744.49,30,1,0,0,6.0
13096,0,0.24069,55,0,1.62206,,30,0,1,0,0.0
13097,0,0.02062,60,1,0.929404,2261.32,30,0,9,0,0.0
13098,0,0.976309,44,0,0.490478,5797.92,30,0,6,0,1.0
13099,0,0.809103,38,2,0.790232,2635.95,30,0,1,0,0.0
13100,0,0.761843,31,0,1.13531,8067.49,30,0,3,0,3.0
13101,0,0.687636,44,0,0.547493,5178.14,30,0,2,0,0.0
13102,0,0.506352,31,0,1.874888,3570.97,30,0,0,0,0.0
13103,0,0.175724,62,0,1.429241,3386.79,30,0,6,0,0.0
13104,0,0.216156,52,0,1.604358,2041.18,30,0,6,0,2.0
13105,0,0.089631,40,0,0.932776,3064.82,30,0,0,1,0.0
13106,0,0.123629,23,0,0.380622,2682.19,30,0,5,0,0.0
13107,0,0.506071,54,0,0.950973,6401.2,30,0,0,0,6.0
13108,1,0.458758,24,0,0.987079,,30,1,0,0,0.0
13109,0,0.367233,70,1,0.838447,4054.04,30,0,0,3,1.0
13110,0,0.266384,52,1,0.681909,,30,0,2,0,5.0
13111,0,0.224984,66,0,0.947445,5299.14,30,0,3,0,0.0
13112,0,0.555832,69,0,1.326083,4417.64,30,0,5,0,1.0
13113,0,0.585048,54,1,0.644579,3861.54,30,1,1,0,0.0
13114,0,0.326731,73,1,1.167685,6527.38,30,0,0,1,2.0
13115,0,0.3026,53,0,1.064355,,30,0,1,0,1.0
13116,0,0.412642,60,0,3.09825,,30,1,2,0,3.0
13117,0,0.433111,29,0,0.864562,10108.96,30,1,7,0,2.0
13118,0,0.792219,50,0,3.217505,3909.63,30,0,2,0,0.0
13119,0,0.393733,68,1,0.505924,3490.64,30,0,0,1,0.0
13120,0,0.830668,40,2,2.854266,7047.81,30,0,0,1,5.0
13121,0,0.652545,26,0,0.887127,4491.0,30,1,0,1,1.0
13122,0,0.243869,25,1,1.527139,3088.24,30,0,1,0,0.0
13123,0,0.620256,70,0,0.980476,7412.69,30,0,4,1,2.0
13124,0,0.275949,26,0,1.246133,4625.78,30,0,5,0,
13125,0,0.069421,45,0,2.727024,4736.27,30,0,2,0,0.0
13126,0,0.80433,49,2,2.86957,5333.29,30,0,0,0,4.0
13127,0,0.552113,25,3,2.116006,3382.54,30,0,5,0,0.0
13128,0,0.475024,59,1,0.858609,11458.58,30,0,1,1,0.0
13129,0,0.566333,29,0,5.0,6323.25,30,1,4,0,2.0
13130,0,0.042386,61,0,2.028735,4481.19,30,0,0,1,0.0
13131,1,0.229356,28,2,1.009509,4004.44,30,0,3,0,1.0
13132,0,0.128053,57,0,2.058539,2410.58,30,0,0,1,0.0
13133,0,0.497802,34,0,0.648083,,30,0,0,0,0.0
13134,0,0.517077,63,0,0.815252,3981.36,30,0,0,1,2.0
13135,0,0.784516,33,1,1.404094,6415.97,30,1,2,0,0.0
13136,0,0.290448,35,0,1.315442,7395.41,30,0,8,0,0.0
13137,0,0.058502,40,0,0.771677,4618.72,30,0,0,0,0.0
13138,0,0.386146,45,0,1.39563,,30,0,1,0,2.0
13139,0,0.407924,57,0,5.0,6998.48,30,1,1,0,3.0
13140,0,0.668958,24,0,0.83954,,30,0,3,0,0.0
13141,0,0.243225,52,0,0.656218,7159.06,30,2,8,0,3.0
13142,0,0.342466,24,0,0.671451,,30,0,4,0,0.0
13143,0,0.642519,41,0,1.260947,,30,0,2,0,5.0
13144,0,0.612237,33,0,2.530711,4789.8,30,0,4,0,2.0
13145,0,0.06093,43,0,0.718211,17614.23,30,0,2,0,2.0
13146,0,0.455812,48,0,2.71685,3640.02,30,0,5,0,2.0
13147,0,0.259523,23,1,0.8394,3185.2,30,0,3,0,2.0
13148,1,0.774633,44,0,2.18052,3072.52,30,3,10,0,0.0
13149,0,0.320303,25,1,1.376551,9122.35,30,0,4,0,0.0
13150,0,0.142249,32,0,0.979379,6586.02,30,0,10,0,0.0
13151,0,0.339331,68,1,1.461827,2181.52,30,0,3,2,0.0
13152,0,0.264047,41,0,1.335075,23771.41,30,0,4,0,2.0
13153,0,0.108237,30,3,0.678473,2763.24,30,0,4,0,3.0
13154,0,0.161362,61,2,1.80283,2734.19,30,0,7,0,3.0
13155,0,0.22685,39,0,1.403531,,30,0,0,0,7.0
13156,0,0.189706,38,0,1.351882,,30,0,0,0,1.0
13157,0,0.498044,28,0,0.668302,4033.64,30,0,10,0,0.0
13158,0,0.267782,33,0,2.963698,3990.88,30,0,8,0,3.0
13159,0,0.167254,56,0,1.895179,3539.25,30,0,6,0,0.0
13160,0,0.654488,59,0,1.979347,,30,0,1,0,3.0
13161,0,0.52416,26,0,0.629256,10508.42,30,0,10,0,0.0
13162,0,0.868712,32,0,0.781087,3855.79,30,0,1,0,1.0
13163,0,0.324435,58,2,0.794861,,30,0,5,1,6.0
13164,0,0.718135,63,0,1.128431,5179.77,30,0,0,0,2.0
13165,0,0.683662,63,2,0.266252,6291.74,30,0,1,0,0.0
13166,0,0.746218,54,0,2.5259,6673.59,30,0,10,0,4.0
13167,0,0.275973,34,1,1.592478,4917.85,30,0,4,1,0.0
13168,1,0.621674,40,0,3.800953,2990.64,30,0,0,0,
13169,0,0.316998,49,0,2.374945,17627.95,30,0,1,0,1.0
13170,0,0.244781,62,0,5.0,6587.32,30,0,9,0,2.0
13171,0,0.676157,38,0,1.171076,3717.69,30,0,10,0,1.0
13172,0,0.421696,55,1,0.383182,4469.21,30,0,4,0,0.0
13173,0,0.619423,59,0,1.430302,12727.77,30,0,0,0,0.0
13174,0,0.796075,25,0,1.646148,,30,0,2,2,2.0
13175,0,0.219245,66,1,1.363946,9971.46,30,1,7,1,1.0
13176,0,0.413588,74,0,0.251758,4177.53,30,0,3,0,2.0
13177,0,0.932729,65,3,0.62258,3587.0,30,0,0,1,2.0
13178,0,0.332972,48,0,1.949495,4734.9,30,0,6,2,0.0
13179,0,0.467986,71,0,0.987282,2798.47,30,0,8,1,0.0
13180,1,0.868816,30,2,4.614209,,30,0,3,1,3.0
13181,1,0.203008,54,2,1.259338,,30,0,10,1,0.0
13182,0,0.914875,38,1,2.225655,5456.05,30,0,5,1,2.0
13183,0,0.388504,68,0,2.657729,2139.41,30,1,3,0,2.0
13184,0,0.040423,37,0,1.226726,4383.41,30,0,1,0,1.0
13185,0,0.274282,28,0,2.783924,8677.27,30,0,3,2,2.0
13186,1,0.11545,25,1,2.891809,8910.63,30,0,0,0,0.0
